pk_cid,pk_partition,short_term_deposit,loans,mortgage,funds,securities,long_term_deposit,em_account_pp,credit_card,payroll,pension_plan,payroll_account,emc_account,debit_card,em_account_p,em_acount,num_products_contracts,p_cuenta_bancaria,cuentas_sum,p_inversion,inversion_sum,p_financiacion,financiacion_sum,profit_cuentas,profit_inversion,profit_financiacion,country_id,gender,mes_partition,mes_nombre_partition,grupo_edad,median_salary,region_code,entry_date,entry_channel,active_customer,segment,categoria_antiguedad,sale_credit_card,sale_short_term_deposit,sale_loans,sale_mortgage,sale_funds,sale_securities,sale_long_term_deposit,sale_em_account_pp,sale_payroll,sale_pension_plan,sale_payroll_account,sale_emc_account,sale_debit_card,sale_em_account_p,sale_em_acount,probability,cluster_5
1381221,2019-05-28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,1,1,20,0,60,ES,V,5,May,Jóvenes,55606.29,Castellón,2018-02-09,KHK,1,03 - UNIVERSITARIO,1-2 años,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.99913776,0
1203441,2019-05-28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,1,1,20,0,60,ES,V,5,May,Adultos jóvenes,76237.31999999999,Valencia,2016-10-21,KHE,1,03 - UNIVERSITARIO,2-3 años,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.99906486,0
1386300,2019-05-28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,1,1,20,0,60,ES,H,5,May,Adultos jóvenes,46456.65,Cádiz,2018-03-05,KHK,1,03 - UNIVERSITARIO,1-2 años,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.9989588,0
1398523,2019-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,60,ES,V,5,May,Adultos jóvenes,125161.53,Madrid,2019-03-23,KFC,1,03 - UNIVERSITARIO,0-3 meses,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99858344,3
1118385,2019-05-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,10,0,60,ES,V,5,May,Jóvenes,68851.59,Soria,2016-01-17,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.99852717,0
1530496,2019-05-28,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,1,3,0,0,1,1,30,0,60,ES,H,5,May,Adultos jóvenes,131277.70500000002,Madrid,2019-02-06,KHM,1,01 - TOP,3-6 meses,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0.9982236,4
1001317,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,5,1,3,1,2,0,0,30,80,0,ES,V,5,May,Adultos,115427.4,Lugo,2015-01-11,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.9752127,3
1115602,2019-05-28,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,193974.6,Asturias,2016-01-03,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.97358125,4
1134456,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,422052.0,Valencia,2016-05-20,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.97172654,4
1254956,2019-05-28,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,7,1,3,1,4,0,0,30,160,0,ES,V,5,May,Adultos jóvenes,127236.3,Valencia,2017-04-24,RED,1,03 - UNIVERSITARIO,2-3 años,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0.9711727,3
1005674,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos mayores,470033.4,Madrid,2015-02-20,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.97050935,1
1001938,2019-05-28,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,7,1,4,1,3,0,0,40,120,0,ES,H,5,May,Adultos jóvenes,151066.41,Madrid,2015-01-18,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0.96995723,1
1027475,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos mayores,296670.81,Granada,2015-07-20,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9688345,1
1126002,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos jóvenes,205531.62,Madrid,2016-03-28,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.9683157,1
1077613,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos,583489.71,Madrid,2015-10-08,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.96790564,1
1011279,2019-05-28,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos jóvenes,87725.94,"Coruña, A",2015-04-04,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0.9675881,3
1101253,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,164669.34,Madrid,2015-11-15,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9671814,1
1018207,2019-05-28,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos jóvenes,226250.46,Madrid,2015-06-01,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9671814,4
1102101,2019-05-28,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos jóvenes,42205.92,Barcelona,2015-11-16,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9666312,0
1003867,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos,107573.1,Madrid,2015-02-01,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.965694,1
1097898,2019-05-28,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos,23806.86,Valencia,2015-11-08,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9656795,0
1095546,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,125161.53,Madrid,2015-11-05,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9656196,3
1109597,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos mayores,413278.02,Madrid,2015-12-04,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.96550727,1
1001050,2019-05-28,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos jóvenes,77132.34,Granada,2015-01-09,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.9647115,0
1121558,2019-05-28,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos mayores,252209.94,Granada,2016-02-13,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.96419543,1
1020528,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,H,5,May,Adultos mayores,163089.75,Madrid,2015-06-21,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.9640003,1
1125877,2019-05-28,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos mayores,160968.3,Madrid,2016-06-05,KAT,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.96337056,1
1000887,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos mayores,1355952.06,Madrid,2015-01-05,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.96334934,1
1061114,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,651377.4299999999,Madrid,2015-09-17,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.96324337,4
1124651,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,262484.28,Madrid,2016-03-14,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9627432,4
1020194,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos mayores,242099.52,Madrid,2015-06-19,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9627088,1
1008728,2019-05-28,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos mayores,221125.29,Madrid,2015-03-14,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9623783,1
1255779,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos mayores,861150.4500000002,Madrid,2017-04-30,KFA,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9620466,1
1012362,2019-05-28,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,5,1,2,1,3,0,0,20,120,0,ES,V,5,May,Adultos jóvenes,131277.70500000002,Madrid,2015-04-16,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0.96202767,1
1000622,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos jóvenes,192621.78,Madrid,2015-01-03,KAT,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.961722,1
1006444,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos,109661.34,Zaragoza,2015-02-27,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.96110344,3
1021154,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,215856.72000000003,Madrid,2015-06-27,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9607664,4
1020232,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,156710.52,Madrid,2015-06-19,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9607664,4
1078959,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,555898.23,Madrid,2015-10-10,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.96070457,1
1032739,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,511237.86,Madrid,2015-07-26,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.96070457,1
1051788,2019-05-28,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos,184968.3,Salamanca,2015-08-14,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9594206,4
1131883,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,153146.46,Madrid,2016-04-29,KFA,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9593685,4
1090914,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Ancianos,272785.65,Valencia,2015-10-29,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9592744,1
1121172,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos,184140.57,Madrid,2016-02-11,KFA,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9592374,4
1080865,2019-05-28,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,5,1,3,1,2,0,0,30,80,0,ES,V,5,May,Adultos jóvenes,172143.24,Madrid,2015-10-15,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0.9589716,1
1053710,2019-05-28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos mayores,68007.93000000001,Lugo,2015-08-23,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0.95881665,0
1011867,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,169140.59999999998,Madrid,2015-04-11,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.95869917,1
1062448,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,4718442.0600000005,Madrid,2015-09-18,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.95862424,1
17970,2019-05-28,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,5,1,3,1,2,0,0,30,80,0,ES,V,5,May,Longevos,114058.53,Madrid,2015-04-16,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.9584135,1
1102828,2019-05-28,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,7,1,4,1,3,0,0,40,120,0,ES,V,5,May,Adultos jóvenes,131889.54,Madrid,2016-11-06,KFC,1,01 - TOP,2-3 años,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0.9582035,4
1054135,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos jóvenes,139356.93,Barcelona,2015-08-27,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9579804,4
1024022,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,149579.82,Madrid,2015-07-17,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9577505,4
1015347,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,151848.0,Madrid,2015-05-09,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9577505,1
1011619,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos,174581.37,Madrid,2015-04-09,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.95767874,4
1124761,2019-05-28,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,47845.08,Madrid,2016-03-15,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.95765185,0
1037498,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos mayores,213884.46,Burgos,2015-07-31,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9573638,1
1008835,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos,301415.55000000005,Madrid,2015-03-15,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9573057,4
1003538,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,144033.525,Madrid,2015-01-30,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.95708215,4
1099036,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,0,0,0,20,0,0,ES,V,5,May,Adultos jóvenes,88500.735,Cantabria,2015-11-12,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.95698905,3
1120549,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,128437.47,Alicante,2016-02-04,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.9567763,3
1002126,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,179576.19,Madrid,2015-01-19,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.9565174,1
1123257,2019-05-28,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,V,5,May,Adultos jóvenes,125161.53,Madrid,2016-03-01,KAT,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.95629674,3
1124907,2019-05-28,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,97002.81,Jaén,2016-03-18,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.95593655,3
